PipelineRange,CurrentOppAmt,IsWon,QualifiedAmt,OwnerTitle,SalesOffice,SalesRegion,Industry,NumerOfEmployees,AccountScore,OppId,IsClosed,DaysPushed,MonthsOpen,OppClosedDate
p0-3,500,0,500,Senior Account Executive,Tampa,Southern,Retail,21000,19,0064400000p1LSZAA2,1,20,3,7/20/2018
p7-9,34,0,34,Account Executive,Inside Sales,SMB,Software & Technical Consulting,59,23,0064400000p1mauAAA,1,245,8,1/31/2019
p0-3,500,0,NULL,Senior Account Executive,Detroit,Mid Western,Retail,30,19,0064400000p0WETAA2,1,0,1,4/11/2018
p0-3,1001,0,1001,Senior Account Executive,Partnership,Channel Sales,Chemicals,715,30,0064400000p0wgPAAQ,1,4,2,6/4/2018
p0-3,525,0,525,Senior Account Executive,Tampa,Southern,Insurance,190,31,0064400000p0xjDAAQ,1,0,0,4/10/2018
p0-3,1,0,1,Account Executive,Inside Sales,SMB,Other,11,19,0064400000p0ZwWAAU,1,0,3,6/30/2018
p0-3,360,1,360,Senior Account Executive,Raleigh,Coastal,Healthcare,6000,85,0064400000p10QIAAY,1,11,0,4/12/2018
p0-3,700,0,700,Senior Account Executive,Raleigh,Coastal,Healthcare,6000,85,0064400000p10TqAAI,1,0,1,5/10/2018
p0-3,400,1,400,Senior Account Executive,Dallas,Red River,Healthcare,450,26,0064400000p10u1AAA,1,0,0,4/25/2018
p0-3,2130,1,2000,NULL,Detroit,Mid Western,Retail,2200,42,0064400000p119BAAQ,1,29,0,4/30/2018
p7-9,500,0,NULL,Senior Account Executive,Louisville,Coastal,Transportation,624,31,0064400000p12j2AAA,1,0,8,12/27/2018
p13+,500,0,NULL,Senior Account Executive,St Louis,Central,Healthcare,335,31,0064400000q2ZObAAM,1,231,24,8/17/2020
p4-6,171,0,225,NULL,Support,Customer Success,Education,3328,49,0064400000q2ZxNAAU,1,92,4,12/31/2018
p13+,443,1,443,Senior Account Executive,Charlotte,Coastal,Government,1500,47,0064400000rNa81AAC,1,455,17,3/30/2020
p0-3,500,0,500,Senior Account Executive,Newark,New York,Manufacturing,191,35,0064400000rNahBAAS,1,62,3,1/31/2019
p4-6,1,0,1,Senior Account Executive,Detroit,Mid Western,Emergency Medical Transportation & Servi,56000,96,0064400000rNbJyAAK,1,366,5,3/31/2019
p7-9,3000,0,3000,Senior Account Executive,Orlando,Southern,Manufacturing,17500,95,0064400000rNbOyAAK,1,61,9,7/31/2019
p13+,500,0,500,Regional Sales Manager,Nashville,Coastal,Healthcare,9877,98,0064400000rNce1AAC,1,367,14,12/2/2019
p0-3,500,0,NULL,Senior Account Executive,Louisville,Coastal,Insurance,1310,68,0064400000rNdMhAAK,1,0,2,12/11/2018
p0-3,12.15,1,NULL,Director of Channel Sales,Partnership,Channel Sales,Telecommunications,12,61,0064400000rNdspAAC,1,0,0,10/1/2018
p0-3,500,0,500,Director of Channel Sales,Partnership,Channel Sales,Telecom / Communication Services,144500,94,0064400000rNfCxAAK,1,0,-9,1/9/2018
p7-9,500,0,NULL,Senior Account Executive,Philadelphia,Mid Atlantic,Government,6000,53,0064400000rNfHOAA0,1,151,7,5/31/2019
p4-6,636,0,500,Senior Account Executive,Oklahoma City,Rocky Mountain,Education,0,26,0064400000pMz8zAAC,1,123,5,10/31/2018
p0-3,369,1,500,Senior Account Executive,Long Island,New York,Manufacturing,3710,85,0064400000pMzDVAA0,1,9,1,6/30/2018
p0-3,1313,0,1313,Director of Channel Sales,Partnership,Channel Sales,Telecom / Communication Services,144500,94,0064400000pMzztAAC,1,0,2,7/31/2018
p7-9,250,0,250,Senior Account Executive,Chicago,Central,Insurance,212,33,0064400000pN3kZAAS,1,0,8,1/31/2019
p7-9,500,0,NULL,Senior Account Executive,Newark,New York,Education,764,22,0064400000pN3LjAAK,1,184,7,12/31/2018
p13+,2000,0,2000,Senior Account Executive,Enterprise,Enterprise,Electronics,22500,95,0064400000pN4OwAAK,1,0,16,9/1/2019
p0-3,5420,0,NULL,Hardware Consultant/Sales,Grand Rapids,Mid Western,Healthcare,11780,69,0064400000pN5UVAA0,1,0,1,6/8/2018
p0-3,500,0,500,Senior Account Executive,Columbus,Mid Western,Retail,33600,91,0064400000pN7nOAAS,1,0,0,6/6/2018
p0-3,413,0,750,Account Executive,Inside Sales,SMB,Consulting,225,28,0064400000q2HkyAAE,1,31,3,10/31/2018
p0-3,998,0,500,Senior Account Executive,Oklahoma City,Rocky Mountain,Retail,625,34,0064400000q2HXzAAM,1,20,2,9/20/2018
p10-12,650,0,1000,NULL,Dallas,Red River,Banking,334,35,0064400000q2KuJAAU,1,43,11,6/27/2019
p13+,500,0,NULL,Senior Account Executive,Kansas City,Rocky Mountain,Public Schools K-12,4700,49,0064400000q2L5WAAU,1,11323,384,7/31/2050
p0-3,114,0,50,Senior Account Executive,Charlotte,Coastal,Technology,13,23,0064400000q2LlwAAE,1,0,1,8/17/2018
p0-3,68,1,500,Senior Account Executive,Enterprise,Enterprise,Telecommunications,26,23,0064400000q2MC9AAM,1,6,2,9/6/2018
p0-3,88,0,500,Senior Account Executive,Columbus,Mid Western,Education,240,26,0064400000q2OaEAAU,1,32,2,9/30/2018
p0-3,500,0,500,Senior Account Executive,San Antonio,Red River,Manufacturing,9000,67,0064400000q2OZpAAM,1,35,2,9/12/2018
p10-12,5000,0,NULL,Senior Account Executive,St Louis,Central,Insurance,47300,96,0064400000sLnp3AAC,1,265,12,1/20/2020
p10-12,500,0,500,Senior Account Executive,Charlotte,Coastal,Retail,8700,55,0064400000sLnxbAAC,1,243,10,11/29/2019
p0-3,657,0,500,Senior Account Executive,Raleigh,Coastal,Hospitality,1300,46,0064400000sLoJcAAK,1,61,3,4/30/2019
p0-3,365,1,500,Senior Account Executive,Richmond,Coastal,Other,26175,58,0064400000sLpSkAAK,1,18,0,2/19/2019
p4-6,50,0,50,Senior Account Executive,Dallas,Red River,Engineering,199,100,0064400000sLqFFAA0,1,133,4,6/28/2019
p0-3,54,0,500,Senior Channel Account Manager,Partnership,Channel Sales,Machinery,115,28,0064400000sLrB4AAK,1,0,3,5/4/2019
p4-6,500,0,500,Senior Account Executive,Charlotte,Coastal,Retail,45,26,0064400000sLrQnAAK,1,30,6,8/30/2019
p0-3,73,1,200,Senior Account Executive,Phoenix,Rocky Mountain,Other,180,57,0064400000sLrRlAAK,1,14,0,2/15/2019
p0-3,1460,1,2000,Senior Account Executive,Washington DC,Mid Atlantic,Consulting,200,28,0064400000sLuigAAC,1,28,1,3/29/2019
p10-12,117,0,500,Senior Account Executive,Richmond,Coastal,Education,6414,49,0064400000sLuzIAAS,1,134,10,12/12/2019
p0-3,500,0,500,Director of Channel Sales,Partnership,Channel Sales,Government,529688,58,0064400000sLvZVAA0,1,0,2,4/1/2019
p0-3,28,1,NULL,Senior Account Executive,Tampa,Southern,Finance,14850,96,0064400000sLwn6AAC,1,0,0,2/1/2019
p7-9,1977,0,3000,Account Executive,San Diego,SoCal,Colleges & Universities,5168,65,0064400000sLy5DAAS,1,166,8,10/14/2019
p13+,300,0,300,Account Executive,Newark,New York,Recreation,195,16,0064400000sLynZAAS,1,0,15,5/26/2020
p13+,500,0,500,Senior Account Executive,Minneapolis,Central,Manufacturing,10000,95,0064400000sM07zAAC,0,272,25,10/31/2021
p0-3,47,0,30,Account Executive,Inside Sales,SMB,Government,397,26,0064400000sM1oaAAC,1,15,1,3/15/2019
p0-3,279,1,250,Senior Account Executive,Grand Rapids,Mid Western,Manufacturing,1900,67,0064400000sLt0NAAS,1,7,0,2/8/2019
p0-3,32,1,32,Senior Account Executive,Grand Rapids,Mid Western,Electronics,50,23,0064400000sLvgRAAS,1,7,0,2/8/2019
p0-3,13750,1,5000,Senior Account Executive,San Antonio,Red River,Software Development & Design,1700,63,0064400000sLvR7AAK,1,42,1,3/29/2019
p0-3,747,1,747,Senior Account Executive,Partnership,Channel Sales,Pharmaceuticals,750,70,0064400000sLw5vAAC,1,7,1,3/8/2019
p0-3,500,0,500,Regional Sales Manager,Indianapolis,Mid Western,Bakery Product Manufacturing,28,50,0064400000sLwBFAA0,1,0,1,3/29/2019
p0-3,100,0,100,Internal Accounts Manager,Support,Customer Success,Agriculture,5000,59,0064400000sLxebAAC,1,0,0,2/28/2019
p0-3,79,1,297,Senior Account Executive,Orlando,Southern,Construction,712,40,0064400000sLzjTAAS,1,30,1,3/31/2019
p0-3,2486,1,9072,Senior Account Executive,Orlando,Southern,Healthcare,750,40,0064400000sLzkvAAC,1,28,1,3/29/2019
p0-3,38,1,NULL,Senior Account Executive,Enterprise,Enterprise,Technology,64,28,0064400000sM0OAAA0,1,0,0,2/1/2019
p13+,500,0,NULL,Senior Director of Channel Sales,Partnership,Channel Sales,Government,857,35,0064400000sM0UeAAK,1,220,17,7/6/2020
p4-6,500,0,500,Account Executive,Grand Rapids,Mid Western,Manufacturing,207,28,0064400000sM5jjAAC,1,91,4,6/30/2019
p13+,500,0,500,NULL,Grand Rapids,Mid Western,Healthcare,325,35,0064400000sM5nqAAC,0,0,25,10/29/2021
p7-9,500,0,500,Senior Account Executive,San Antonio,Red River,Consulting,1500,49,0064400000sM6PLAA0,1,0,9,11/30/2019
p7-9,500,0,500,Regional Sales Team Lead,Atlanta,Southern,Hospitality,7797,49,0064400000sM76ZAAS,1,146,7,9/23/2019
p7-9,1986,1,1790,Senior Account Executive,Denver,Rocky Mountain,Retail,135,28,0064400000sM8APAA0,1,92,7,9/30/2019
p13+,500,0,500,Senior Account Executive,Tampa,Southern,Electronics,177000,95,0064400000sM8i2AAC,1,266,13,3/22/2020
p4-6,972,0,500,NULL,Houston,Red River,Education,121,65,0064400000sM8LhAAK,1,180,6,8/29/2019
p4-6,3065,1,5205,Senior Account Executive,Raleigh,Coastal,Insurance,87,31,0064400000sMA2rAAG,1,137,6,8/15/2019
p0-3,100,0,100,Senior Account Executive,Dallas,Red River,US Municipal Governments,545,35,0064400000sMaaHAAS,1,0,1,4/30/2019
p0-3,500,0,500,Senior Account Executive,Chicago,Central,Chemicals,400,32,0064400000sMK0JAAW,1,57,2,4/30/2019
p7-9,10000,0,10000,Senior Account Executive,Richmond,Coastal,Telecommunications,566,46,0064400000sMKbAAAW,1,0,8,10/31/2019
p13+,500,0,500,Account Executive,Atlanta,Southern,Banking,45,28,0064400000sMKfvAAG,1,92,15,5/31/2020
p0-3,26,1,500,Senior Account Executive,Detroit,Mid Western,Other,650,40,0064400000sMkirAAC,1,24,1,4/24/2019
p0-3,20,1,30,Senior Account Executive,Jacksonville,Southern,Insurance,500,42,0064400000sMKJBAA4,1,13,1,3/14/2019
p0-3,0.01,1,NULL,Senior Account Executive,Partnership,Channel Sales,Education,6181,78,0064400000sMKOVAA4,1,2,1,3/1/2019
p10-12,500,0,500,Senior Account Executive,Richmond,Coastal,Other,801,40,0064400000sMKTGAA4,1,0,12,2/13/2020
p4-6,500,0,NULL,Senior Account Executive,Minneapolis,Central,Retail,760,53,0064400000sMkudAAC,1,0,4,7/25/2019
p0-3,986,1,844,Senior Account Executive,Detroit,Mid Western,Education,600,39,0064400000sMkvRAAS,1,61,2,5/31/2019
p4-6,32,0,100,Regional Sales Manager,Nashville,Coastal,Retail,500,37,0064400000sMLDTAA4,1,153,6,8/31/2019
p4-6,413,1,1000,Senior Account Executive,Dallas,Red River,Higher Education,5611,65,0064400000sMLNOAA4,1,19,4,6/12/2019
p0-3,1000,1,500,Regional Sales Manager,Raleigh,Coastal,Healthcare,6000,85,0062S00000tyU0HQAU,1,1,0,9/19/2019
p0-3,577,0,250,Senior Account Executive,Chicago,Central,Transportation,0,54,0062S00000tyupsQAA,1,4,1,10/4/2019
p0-3,1312,1,1000,Senior Account Executive,Chicago,Central,Healthcare,8800,24,0062S00000tyuZGQAY,1,3,0,9/30/2019
p0-3,135,0,500,Senior Account Executive,Denver,Rocky Mountain,Healthcare,300,29,0062S00000tyVorQAE,1,66,3,12/5/2019
p0-3,1658,1,1658,Senior Account Executive,Denver,Rocky Mountain,Transportation,2209,25,0062S00000tywt3QAA,1,0,0,9/27/2019
p13+,500,0,500,Senior Account Executive,Newark,New York,Retail,1596,79,0062S00000tkDIOQA2,1,458,21,1/31/2021
p10-12,2635,1,10028,Senior Account Executive,Jacksonville,Southern,Technology,7800,85,0062S00000tkDJHQA2,1,6,11,3/6/2020
p7-9,500,0,500,Senior Account Executive,Boston,New England,eCommerce,14845,24,0062S00000tkdyeQAA,1,91,8,1/31/2020
p13+,500,0,500,Senior Account Executive,Tampa,Southern,Colleges & Universities,819,39,0062S00000tkEaiQAE,0,274,23,3/31/2021
p0-3,3149,1,500,Senior Account Executive,Raleigh,Coastal,Technology,697,46,0062S00000tkeoyQAA,1,29,3,8/29/2019
p0-3,929,1,500,NULL,Jacksonville,Southern,Healthcare,4000,26,0062S00000tkeZoQAI,1,26,2,7/26/2019
p0-3,40,0,40,Senior Account Executive,St Louis,Central,Machinery,900,48,0062S00000tkF3fQAE,1,0,0,4/30/2019
p0-3,500,0,500,Senior Account Executive,Miami,Southern,Legal Services,611,41,0062S00000tkFFRQA2,1,0,2,6/30/2019
p0-3,1000,0,1000,Regional Sales Manager,Nashville,Coastal,Medical & Diagnostic Laboratories,852,51,0062S00000tkfpEQAQ,1,92,3,8/20/2019
p0-3,100,0,100,Senior Account Executive,Minneapolis,Central,Fast-Food & Quick-Service Restaurants,800,34,0062S00000tkGERQA2,1,27,2,6/27/2019
p13+,500,0,500,NULL,Dallas,Red River,Retail,16900,73,0062S00000tkGkDQAU,1,442,16,8/14/2020
p4-6,3036,0,0,Senior Channel Account Manager,Partnership,Channel Sales,Other,30000,98,0062S00000tzjIPQAY,1,129,5,4/7/2020
p4-6,1,0,3215,Senior Account Executive,Enterprise,Enterprise,Transportation,10000,93,0062S00000tzJmzQAE,1,109,4,2/17/2020
p13+,500,0,500,Senior Account Executive,Newark,New York,Manufacturing,14400,95,0062S00000tzjwPQAQ,1,120,13,12/29/2020
p7-9,500,0,500,Senior Account Executive,Philadelphia,Mid Atlantic,Apparel,4200,57,0062S00000tzkghQAA,1,0,7,6/30/2020
p10-12,1885,0,2003,Senior Account Executive,Richmond,Coastal,Healthcare,11,26,0062S00000tzKIqQAM,1,0,11,9/30/2020
p0-3,526,1,1115,Senior Account Executive,Nashville,Coastal,Utilities,450,42,0062S00000vNU7tQAG,1,11,1,3/11/2020
p0-3,775,1,736,Customer Success Manager,Support,Customer Success,Education,150,22,0062S00000vNUKJQA4,1,4,2,4/21/2020
p0-3,500,0,500,Senior Account Executive,Newark,New York,State,5009,39,0062S00000vNuL0QAK,1,0,1,4/8/2020
p0-3,50,1,50,Senior Account Executive,Detroit,Mid Western,Chemicals,3300,80,0062S00000tzfZIQAY,1,0,0,11/30/2019
p0-3,1450,1,500,Senior Account Executive,Atlanta,Southern,Retail,500,79,0062S00000tzgwcQAA,1,1,0,11/27/2019
p4-6,500,0,500,Senior Account Executive,Boston,New England,Insurance,292,62,0062S00000tzHriQAE,0,121,17,4/30/2020
p10-12,500,0,500,Senior Account Executive,Charlotte,Coastal,Other,230,30,0062S00000tzHZ0QAM,1,1,11,9/1/2020
p0-3,307.08,1,NULL,Partnership Support Specialist,Partnership,Channel Sales,Telecommunications,12,61,0062S00000tziqGQAQ,1,0,2,1/15/2020
p13+,500,0,500,Senior Account Executive,Nashville,Coastal,Telecommunications,500,40,0062S00000tzItpQAE,1,369,16,2/3/2021
p7-9,1000,0,NULL,Account Executive,Newark,New York,Consulting,456,32,0062S00000tzJIQQA2,1,0,7,5/26/2020
p0-3,183,0,100,Senior Account Executive,Washington DC,Mid Atlantic,Government,57,43,0062S00000vXskXQAS,1,0,3,9/29/2020
p10-12,1000,0,1000,Senior Account Executive,Kansas City,Rocky Mountain,Banks & Credit Unions,708,49,0062S00000vXsnIQAS,0,334,9,5/30/2021
p0-3,9600,0,NULL,Enterprise Account Executive,Support,Customer Success,Transportation,12000,93,0062S00000vXtN0QAK,1,0,0,6/2/2020
p13+,1247,0,1247,Senior Account Executive,Charlotte,Coastal,Retail,60,63,0062S00000vXTTzQAO,0,426,11,6/30/2021
p0-3,220,0,100,Senior Account Executive,Washington DC,Mid Atlantic,Education,11273,93,0062S00000vXU3iQAG,1,6,1,5/6/2020
p7-9,500,0,500,Senior Account Executive,Philadelphia,Mid Atlantic,Consulting,3063,66,0062S00000vXu81QAC,1,0,7,1/27/2021
p10-12,9000,0,9000,Senior Account Executive,Dallas,Red River,Entertainment,3524,43,0062S00000vXUDnQAO,1,0,10,2/28/2021
p4-6,4000,0,10000,Senior Account Executive,Milwaukee,Central,Manufacturing,2100,95,0062S00000vXUfcQAG,1,12,6,10/12/2020
p0-3,1,0,1,Senior Account Executive,Enterprise,Enterprise,Consulting,126,22,0062S00000vXUsqQAG,1,0,0,4/6/2020
p0-3,420,0,500,Senior Account Executive,Boston,New England,Government,12280,91,0062S00000vXV2lQAG,1,0,0,4/24/2020
p4-6,22,0,20,NULL,Grand Rapids,Mid Western,Recreation,500,29,0062S00000vXvSqQAK,0,122,9,11/30/2020
p7-9,2000,0,2000,Senior Account Executive,Phoenix,Rocky Mountain,Government,15751,91,0062S00000xebpDQAQ,0,0,0,12/31/2021
p7-9,500,0,500,Senior Account Executive,Oklahoma City,Rocky Mountain,Energy,3859,53,0062S00000xeC4HQAU,0,0,1,10/31/2021
p0-3,500,0,500,Sales Development Representative,Grand Rapids,Mid Western,Apparel,2700,57,0062S00000xeCHaQAM,1,0,1,3/16/2021
p10-12,500,0,500,Senior Account Executive,Philadelphia,Mid Atlantic,Engineering,2380,51,0062S00000xeCJCQA2,0,0,1,12/31/2021
p10-12,5183,0,5183,Senior Account Executive,Salt Lake City,Rocky Mountain,Other,415,32,0062S00000xeCJHQA2,0,0,1,2/28/2022
p0-3,40,0,100,Senior Account Executive,Charlotte,Coastal,Electronics,800,37,0062S00000xeCK0QAM,1,0,1,3/8/2021
p10-12,500,0,500,Senior Account Executive,Orlando,Southern,Insurance,6992,96,0062S00000xeCMzQAM,0,0,1,1/31/2022
p7-9,2000,0,2000,Sales Development Representative,Grand Rapids,Mid Western,Aerospace & Defense,6500,80,0062S00000xeD4rQAE,0,0,1,11/30/2021
p13+,500,0,500,Senior Account Executive,Nashville,Coastal,Apparel,23000,95,0062S00000xeEdiQAE,0,0,0,6/30/2022
p0-3,3157,0,4743,Senior Account Executive,Dallas,Red River,Computer Software,2208,58,0062S00000xeENkQAM,0,0,0,3/31/2021
p0-3,433,0,500,Senior Account Executive,Philadelphia,Mid Atlantic,Retail,500,36,0062S00000xeZfGQAU,0,0,0,3/31/2021
p0-3,500,0,500,Senior Account Executive,Newark,New York,Consulting,360,32,0062S00000xHxDWQA0,1,0,0,8/21/2020
p10-12,2000,0,2000,Senior Account Executive,Nashville,Coastal,Retail,2050,28,0062S00000xHyg5QAC,0,0,7,8/31/2021
p0-3,7,1,100,Senior Account Executive,St Louis,Central,Technology,265,30,0062S00000xHyKTQA0,1,0,0,8/7/2020
p7-9,500,0,500,Senior Account Executive,Salt Lake City,Rocky Mountain,Professional Services,1000,22,0062S00000xHz6cQAC,1,120,8,4/30/2021
p0-3,282,1,300,Account Executive,Inside Sales,SMB,Education & Training Services,2200,45,0062S00000xHzOvQAK,1,11,1,9/11/2020
p7-9,1000,0,1000,Senior Account Executive,Kansas City,Rocky Mountain,Other,900,51,0062S00000xI0D5QAK,1,212,8,4/30/2021
p4-6,125,1,200,"Sales Manager, SMB",Inside Sales,SMB,Community Colleges,500,31,0062S00000vYoihQAC,1,134,6,2/11/2021
p7-9,500,0,500,Account Executive,Newark,New York,Electronics,4050,67,0062S00000vYp2wQAC,0,212,7,4/30/2021
p0-3,39,1,20,Customer Success Manager,Support,Customer Success,US Municipal Governments,2700,63,0062S00000vYQMbQAO,1,4,0,7/27/2020
p0-3,2870,1,2236,Senior Account Executive,Newark,New York,Consulting,260,32,0062S00000vYQz9QAG,1,60,3,10/30/2020
p7-9,201,0,300,Account Executive,Inside Sales,SMB,Food & Beverage,3,27,0062S00000vYR74QAG,1,182,8,3/1/2021
p0-3,220,0,1000,Senior Account Executive,Boston,New England,Higher Education,300,27,0062S00000vYSFIQA4,0,0,8,5/31/2020
p4-6,400,0,1693,Senior Account Executive,Baltimore,Mid Atlantic,Higher Education,13791,78,0062S00000vYSN2QAO,1,56,6,1/25/2021
p0-3,82,0,500,Senior Account Executive,Philadelphia,Mid Atlantic,Engineering,25,23,0064400000sMIghAAG,1,0,1,3/31/2019
p0-3,131,1,131,Senior Account Executive,Enterprise,Enterprise,Consulting,106,26,0064400000sMIhfAAG,1,25,0,2/26/2019
p0-3,58,0,100,Senior Account Executive,Charlotte,Coastal,Education,800,39,0064400000sMivbAAC,1,40,2,5/10/2019
p7-9,100,0,100,NULL,Grand Rapids,Mid Western,Machinery,130,28,0064400000sMJCdAAO,0,0,25,10/31/2019
p7-9,1506,0,500,Senior Account Executive,Philadelphia,Mid Atlantic,Healthcare,400,33,0064400000sMjUKAA0,1,246,9,12/2/2019
p10-12,81,0,500,Senior Account Executive,Boston,New England,Manufacturing,1716,50,0064400000sMjzXAAS,1,261,10,1/31/2020
p0-3,499,1,0,Senior Account Executive,Enterprise,Enterprise,Other,0,26,0064400000sMk06AAC,1,11,0,3/31/2019
p4-6,4390,0,500,Senior Account Executive,Hartford,New England,Education,4500,65,0062S00000tkgVyQAI,1,0,4,9/30/2019
p0-3,107,1,65,Senior Account Executive,Chicago,Central,Healthcare,5100,54,0062S00000tkHHDQA2,1,1,1,5/14/2019
p10-12,500,0,500,Account Executive,San Diego,SoCal,Banking,250,33,0062S00000tkijEQAQ,1,0,10,3/31/2020
p4-6,250,0,100,Senior Account Executive,Partnership,Channel Sales,Retail,9100,94,0062S00000tkiPnQAI,1,92,4,9/30/2019
p0-3,588,0,259,Senior Account Executive,Enterprise,Enterprise,Healthcare,94,27,0062S00000tkivZQAQ,1,0,2,7/31/2019
p4-6,500,0,500,Senior Account Executive,Dallas,Red River,Consulting,6,23,0062S00000tkjE7QAI,1,154,5,10/31/2019
p10-12,500,0,500,Senior Account Executive,Dallas,Red River,Banking,501,59,0062S00000tkjnqQAA,1,155,11,4/3/2020
p0-3,1500,1,500,Senior Account Executive,Denver,Rocky Mountain,Consulting,1771,37,0062S00000tyXg1QAE,1,0,0,9/30/2019
p13+,1,0,NULL,Account Executive,Chicago,Central,Information Technology Services,230,26,0062S00000tyZnFQAU,1,0,375,12/31/2050
p0-3,661,0,500,Senior Account Executive,Hartford,New England,Insurance,7521,81,0062S00000tz0TcQAI,1,0,1,11/27/2019
p0-3,302,0,500,Senior Account Executive,Hartford,New England,Insurance,7521,81,0062S00000tz1wsQAA,1,0,1,11/27/2019
p4-6,228,0,NULL,Senior Account Executive,Raleigh,Coastal,Education,1000,47,0062S00000tz2C2QAI,1,159,6,4/7/2020
p0-3,500,0,500,Senior Account Executive,Dallas,Red River,Education,250,28,0062S00000tz2GiQAI,1,0,0,10/21/2019
p4-6,139612,0,139612,Senior Account Executive,Dallas,Red River,Technology,9279,57,0062S00000tz2j1QAA,1,203,6,4/20/2020
p0-3,433,1,6267,Senior Account Executive,Denver,Rocky Mountain,Government,3000,54,0062S00000tyyCzQAI,1,0,0,9/30/2019
p7-9,450,0,450,NULL,Grand Rapids,Mid Western,Retail,175,24,0062S00000tyZorQAE,0,31,18,5/31/2020
p0-3,384,0,144,Account Executive,Inside Sales,SMB,US Municipal Governments,1000,47,0062S00000tyZZIQA2,1,42,2,11/11/2019
p4-6,404,0,200,Account Executive,Inside Sales,SMB,Healthcare,500,42,0062S00000tz0etQAA,1,50,4,2/19/2020
p0-3,282,1,282,Senior Account Executive,Charlotte,Coastal,Education,19,21,0062S00000tz0prQAA,1,17,3,1/17/2020
p0-3,44,0,1,Senior Account Executive,Orlando,Southern,Healthcare,750,40,0062S00000vNVOHQA4,1,30,2,4/30/2020
p13+,1000,0,1000,Enterprise Account Executive,Enterprise,Enterprise,Transportation,160700,93,0062S00000vNW0uQAG,0,578,13,5/31/2021
p13+,500,0,500,Senior Account Executive,Tampa,Southern,Other,10000,72,0062S00000vNw3NQAS,0,304,12,4/30/2021
p4-6,196,0,196,Contract Pricing Specialist,Long Island,New York,Other,0,26,0062S00000vNW3ZQAW,0,0,13,8/31/2020
p4-6,500,0,NULL,Revenue Operations Team Lead,Grand Rapids,Mid Western,Healthcare,6430,70,0062S00000vNwCjQAK,1,0,5,8/27/2020
p10-12,152,0,680,Senior Account Executive,Denver,Rocky Mountain,Education,0,21,0062S00000vNwsrQAC,0,365,12,3/31/2021
p0-3,444,0,660,Customer Success Manager,Support,Customer Success,Government,5011,76,0062S00000vNwtQQAS,1,0,0,3/20/2020
p4-6,97606,0,97606,Hardware Account Manager,Support,Customer Success,Other,4,24,0062S00000vNx46QAC,1,121,4,7/30/2020
p0-3,5410,0,6040,Senior Account Executive,Baltimore,Mid Atlantic,Legal Services,3323,47,0062S00000xeEpeQAE,0,91,0,6/30/2021
p0-3,2022,0,0,Senior Channel Account Manager,Partnership,Channel Sales,Education,1447,45,0062S00000xeFfkQAE,0,0,0,6/30/2021
p10-12,1000,0,1000,Senior Account Executive,Miami,Southern,Telecommunications,734,53,0062S00000xeFKrQAM,0,0,0,1/31/2022
p0-3,72,0,500,Senior Account Executive,Philadelphia,Mid Atlantic,Retail,471,76,0062S00000xeFlsQAE,0,0,0,4/21/2021
p4-6,500,0,500,Senior Account Executive,Nashville,Coastal,Education,200,93,0062S00000xeGAdQAM,0,0,0,9/30/2021
p4-6,707,0,707,Senior Account Executive,Pittsburgh,Mid Atlantic,Public Schools K-12,1200,47,0062S00000xeGqtQAE,0,61,0,9/30/2021
p4-6,500,0,500,Senior Account Executive,Kansas City,Rocky Mountain,Professional Services,851,45,0062S00000xeGxQQAU,0,0,0,9/30/2021
p0-3,208,0,202,Account Executive,Inside Sales,SMB,Other,2,43,0062S00000xeGzMQAU,1,0,0,3/19/2021
p0-3,500,0,500,Senior Account Executive,Nashville,Coastal,Retail,350,30,0062S00000vXvXqQAK,1,0,2,8/4/2020
p13+,2000,0,2000,Senior Account Executive,Raleigh,Coastal,Banking,6296,81,0062S00000vXw67QAC,0,0,9,12/31/2021
p0-3,358,0,250,Account Executive,Cleveland,Mid Western,US Municipal Governments,350,26,0062S00000vXwenQAC,1,14,0,6/22/2020
p0-3,253,0,253,Senior Account Executive,San Antonio,Red River,Non-Profit,50,23,0062S00000vXx8nQAC,1,0,0,6/5/2020
p0-3,2659,0,500,Senior Account Executive,Newark,New York,Retail,21000,91,0062S00000vXx9MQAS,1,1,1,7/1/2020
p0-3,28,1,44,Senior Channel Account Manager,Partnership,Channel Sales,Consulting,45,27,0062S00000vXYYpQAO,1,0,0,4/13/2020
p0-3,125,1,300,Senior Account Executive,Phoenix,Rocky Mountain,Retail,121,24,0062S00000vXZ3YQAW,1,0,0,4/28/2020
p0-3,500,0,500,Senior Account Executive,Washington DC,Mid Atlantic,Manufacturing,99900,95,0062S00000vYSOjQAO,1,0,2,9/8/2020
p0-3,8000,0,8000,Enterprise Account Executive,Enterprise,Enterprise,Retail,84500,94,0062S00000vYTPxQAO,1,1,1,8/11/2020
p7-9,500,0,500,Senior Account Executive,Birmingham,Southern,Healthcare,2500,61,0062S00000vYTS8QAO,1,57,7,2/26/2021
p0-3,300,0,NULL,Account Executive,Newark,New York,Construction,425,24,0062S00000vYTZ4QAO,1,0,1,8/20/2020
p4-6,500,0,NULL,Senior Account Executive,Newark,New York,Banking,188,31,0062S00000vYUGcQAO,1,21,5,12/21/2020
p7-9,1000,0,1000,Enterprise Account Executive,Enterprise,Enterprise,Chemicals,47000,95,0062S00000vYUTgQAO,0,0,8,3/31/2021
